author_display,title,id,author_id
"Lewis, Matthew Gregory",Alonzo the Brave and the Fair Imogine ,text00243,pers00043
"Hugo, Victor",The poet goes away into the fields ... ,text01149,pers00064
"Blake, William",An Island in the Moon [Song III. Old Corruption],text00257,pers00009
"Wordsworth, William","The Prelude [Book XI., ll. 105-144, 282 – 305]",text00486,pers00006
"Brentano, Clemens",O Cool Wood ... ,text01015,pers00078
"Bécquer, Gustavo Adolfo",Rhyme LIII ,text00479,pers00150
"Wergeland, Henrik",The First Embrace ,text00451,pers00336
"Byron, George Gordon, Lord",Fare Thee Well ,text00337,pers00012
"Chamisso, Adelbert von",Château Boncourt ,text01029,pers00389
"Wordsworth, William","Home at Grasmere [Ll. 104-113, 122-128, 171-184, 218-256]",text00323,pers00006
"Arany, János",The Wandering Jew ,text00445,pers00335
"Wordsworth, William",The Tables Turned ,text00874,pers00006
"Blake, William",Milton [Book The Second (31.28 — 63)],text00860,pers00009
"Menken, Adah Isaacs",Aspiration ,text00848,pers00609
"Poe, Edgar Allan",Annabel Lee ,text00690,pers00119
"Poe, Edgar Allan",Silence ,text00684,pers00119
"Leopardi, Giacomo",Sappho’s Last Song ,text01217,pers00106
"Blake, William",Songs of Innocence [‘Introduction’],text00109,pers00009
"Saluzzo Roero, Diodata",To Zakynthos ,text01203,pers00515
"Blake, William",The Fly ,text00135,pers00009
"Emerson, Ralph Waldo",Days ,text00653,pers00092
"Emerson, Ralph Waldo",Merlin ,text00647,pers00092
"Blake, William",Songs of Experience [‘Introduction’],text00121,pers00009
"Küchelbecker, Wilhelm",19 October ,text01264,pers00518
"Pushkin, Alexander",To the Sea ,text01270,pers00120
"Wordsworth, William",The Cock Is Crowing ,text00146,pers00006
"Vyazemsky, Pyotr",Remembrance ,text01258,pers00516
"Wordsworth, William",The Solitary Reaper ,text00152,pers00006
"Bryant, William Cullen",The Prairies ,text00634,pers00508
"Dickinson, Emily","[280 ""I felt a Funeral, in my Brain""] ",text00807,pers00523
"Dickinson, Emily","[315 ""He fumbles at your Soul""] ",text00813,pers00523
"Norton, Caroline Elizabeth Sarah",Dreams ,text00185,pers00020
"Bowles, William Lisle",To the River Itchin [Sonnet VIII.],text00191,pers00027
"Shelley, Percy Bysshe",To Wordsworth ,text00378,pers00014
"Keats, John",Ode to Fanny ,text00344,pers00013
"Smith, Charlotte Turner","On Being Cautioned against Walking on an Headland Overlooking the Sea, because It was Frequented by a Lunatic ",text00436,pers00001
"Norton, Caroline Elizabeth Sarah",The Mother’s Heart ,text00350,pers00020
"Hemans, Felicia",Properzia Rossi ,text00387,pers00018
"Mörike, Eduard",On a Lamp ,text01099,pers00210
"Byron, George Gordon, Lord",Sonnet on Chillon ,text00218,pers00012
"Clare, John",A Wish ,text00230,pers00016
"Fet, Afanasy",When I am Tired with Life ... ,text00556,pers00371
"Grundtvig, Nikolaj Frederik Severin",De Levendes Land ,text00542,pers00369
"Keats, John",When I Have Fears that I May Cease to Be ,text00224,pers00013
"Melville, Herman",After fhe Pleasure Party ,text00768,pers00600
"Whitman, Walt",As I Ebb'd with the Ocean of Life ,text00754,pers00133
"Campbell, Thomas",Gertrude of Wyoming [Part II],text00032,pers00007
"Robinson, Mary","Sappho and Phaon [Sonnets I-XV, XXXV-XLIV]",text00026,pers00003
"Lowell, James Russell",A Fable for Critics ,text00740,pers00440
"Schlegel, Karl Wilhelm Friedrich",The Poet ,text00998,pers00124
"Macpherson, James",Oithôna: A Poem.,text00967,pers00292
"Oehlenschläger, Adam Gottlob",There is a Charming Land ... ,text01489,pers00216
"Dickinson, Emily","[67 ""Success is counted sweetest""] ",text00797,pers00523
"Harper, Frances Ellen Watkins",Bible Defence of Slavery ,text00783,pers00605
"Harper, Frances Ellen Watkins",The Slave Mother ,text00782,pers00605
"Jackson, Helen Hunt",Crossed Threads ,text00796,pers00608
"Macpherson, James",The Songs of Selma ,text00966,pers00292
"Bürger, Gottfried August",William and Helen: Imitated from the “Lenore” of Bürger,text00972,pers00041
"Wordsworth, William",The Ruined Cottage ,text00027,pers00006
"Mickiewicz, Adam",To My Russian Friends ,text01339,pers00110
"Howe, Julia Ward",Battle-Hymn of the Republic ,text00741,pers00599
"Whitman, Walt",When I Heard the Learn'd Astronomer ,text00755,pers00133
"Byron, George Gordon, Lord","The Bride of Abydos [Canto II, st. 22-27]",text00033,pers00012
"Odoevsky, Alexander",The Poet’s Dream ,text01305,pers00520
"Verlaine, Paul",The Sky is up Above the Roof ,text01463,pers00130
"Verlaine, Paul",Clair de Lune ,text01477,pers00130
"Melville, Herman",Monody ,text00769,pers00600
"Tyutchev, Fyodor",Autumn ,text01311,pers00238
"Vinje, Aasmund Olavsson",Recollections ,text00580,pers00374
"Castro, Rosalía de",The Oak Trees [II],text00594,pers00166
"Keats, John",Bright Star ,text00225,pers00013
"Wordsworth, William",The River Duddon Afterthought,text00231,pers00006
"Lamartine, Alphonse de",Glory. To an exiled poet,text01107,pers00104
"Byron, George Gordon, Lord",Sonnet to Lake Leman ,text00219,pers00012
"Lamartine, Alphonse de",Man. To Lord Byron.,text01113,pers00104
"Hemans, Felicia",The Grave of a Poetess ,text00386,pers00018
"Wordsworth, William","The Prelude [Book I., ll. 305-451]",text00437,pers00006
"Landon, Letitia Elizabeth",To My Brother ,text00351,pers00019
"Clare, John",Song ,text00345,pers00016
"Welhaven, Johan Sebastian",The Soul of Poetry ,text00423,pers00325
"Heine, Heinrich",The Silesian Weavers ,text01073,pers00098
"Keats, John",Sleep and Poetry [Ll. 96 – 162],text00379,pers00013
"Heine, Heinrich",Death is the chilly night ... ,text01067,pers00098
"Bowles, William Lisle",At a Village in Scotland [Sonnet VII.],text00190,pers00027
"Hemans, Felicia",A Parting Song ,text00184,pers00018
"Dickinson, Emily","[313 ""I should have been too glad, I see —""] ",text00812,pers00523
"Dickinson, Emily","[263 ""A single Screw of Flesh""] ",text00806,pers00523
"Coleridge, Samuel Taylor","Something Childish, but Very Natural ",text00153,pers00004
"Brooks, Maria Gowen","Zôphiël, or the Bride of Seven [Canto First: Grove of Acacias, st. I-III, L-LXVIII]",text00635,pers00587
"Mickiewicz, Adam",The Romantic ,text00621,pers00110
"Wordsworth, William",To a Butterfly ,text00147,pers00006
"Malczewski, Antoni",Marya. A Tale of Ukraine.,text00609,pers00375
Ghalib (Mirza Asadullah Beg Khan),It is a long time since my love stayed   with me here ... ,text01517,pers00876
Ghalib (Mirza Asadullah Beg Khan),How murderous is the false faith of the rose! ... ,text01503,pers00876
Ghalib (Mirza Asadullah Beg Khan),"Is it you, O God ... ",text01515,pers00876
"Hood, Thomas",Ruth ,text00179,pers00017
"Fet, Afanasy",Morning Song ,text01501,pers00371
"Barbauld, Anna Laetitia",Eighteen Hundred and Eleven ,text01529,pers00026
"Horton, George Moses",On Liberty and Slavery ,text00637,pers00588
"Wordsworth, William",Stepping Westward ,text00151,pers00006
"Wordsworth, William","To H. C., Six Years Old ",text00145,pers00006
"Sala, Felipe Jacinto",The Aeronaut ,text00623,pers00386
"Dickinson, Emily","[290 ""Of Bronze — and Blaze —""] ",text00810,pers00523
"Dickinson, Emily","[249 ""Wild Nights — Wild Nights!""] ",text00804,pers00523
"Coleridge, Samuel Taylor",Pantisocracy ,text00192,pers00004
"Norton, Caroline Elizabeth Sarah",When Maggy Gangs Away ,text00186,pers00020
"Dickinson, Emily","[986 ""A narrow Fellow in the Grass""] ",text00838,pers00523
"Heine, Heinrich",Bertrand de Born ,text01071,pers00098
"Heine, Heinrich",I do not know what it means ... ,text01065,pers00098
"Burns, Robert","Epistle to J. Lapraik, An Old Scotch Bard ",text00353,pers00002
"Zorrilla y Moral, José",Grananda [A Fantasy (extract)],text00435,pers00328
"Gonçalves Dias, Antônio",The Song Of Exile ,text00421,pers00405
"Heine, Heinrich",A star is falling slowly ... ,text01059,pers00098
"Clare, John",Ballad ,text00347,pers00016
"Landon, Letitia Elizabeth",Felicia Hemans ,text00390,pers00019
"Coleridge, Samuel Taylor",Work Without Hope ,text00384,pers00004
"Desbordes-Valmore, Marceline",To Leopardi’s Book ,text01105,pers00513
"Lamartine, Alphonse de",Autumn ,text01111,pers00104
"Shelley, Percy Bysshe",Ozymandias ,text00227,pers00014
"Hugo, Victor","Suddenly, some day, the prolific artist ... ",text01139,pers00064
"Hood, Thomas",Written in Keats’ ‘Endymion’ ,text00233,pers00017
"Mickiewicz, Adam","Pan Tadeusz [Book I, excerpt ‘Gospodarstwo’]",text00582,pers00110
"Stagnelius, Erik Johan",The Mystery of Sighs ,text00596,pers00341
"Verlaine, Paul",Spleen ,text01461,pers00130
"Tyutchev, Fyodor",A Gleam of Light ,text01307,pers00238
"Hogg, James",When the Kye Comes Hame ,text00019,pers00015
"Khomyakov, Aleksey",The Poet ,text01313,pers00521
"Verlaine, Paul",Mandoline ,text01475,pers00130
"Whitman, Walt","[Song of Myself] [excerpts: 1-6, 11, 20, 24 (partial), 31 (partial), 33 (partial), 35, 50-52]",text00743,pers00133
"Hunt, James Leigh",Abou Ben Adhem ,text00025,pers00021
"Tighe, Mary","Psyche [Canto I, st. 16 – 32: ‘A Glimpse of Love’]",text00031,pers00022
"Whitman, Walt",When Lilacs Last in the Dooryard Bloom'd ,text00757,pers00133
"Chénier, André",Every man has his sorrows ... ,text01449,pers00083
"Lermontov, Mikhail",The Poet's Death ,text00958,pers00107
"Cary, Phoebe",Advice Gratis to Certain Women By a Woman,text00780,pers00604
"Jackson, Helen Hunt",In Time of Famine ,text00794,pers00608
"Jackson, Helen Hunt",Poppies on the Wheat ,text00795,pers00608
"Cary, Phoebe",Dorothy's Dower In Three Parts,text00781,pers00604
"Brontë, Emily",Alone I Sat ,text00959,pers00158
"Klopstock, Friedrich Gottlieb",Thuiskon ,text00971,pers00102
"Bécquer, Gustavo Adolfo",Rhyme XIII: Imitation of Byron ,text00965,pers00150
"Blake, William",The Mental Traveller ,text00030,pers00009
"Whitman, Walt",Cavalry Crossing a Ford ,text00756,pers00133
"Howe, Julia Ward",The Soul-Hunter ,text00742,pers00599
"Norton, Caroline Elizabeth Sarah",My Arab Steed ,text00024,pers00020
"Shelley, Percy Bysshe",To a Skylark ,text00018,pers00014
"Mickiewicz, Adam","Within Their Silent, Perfect Glass ",text00554,pers00110
"Coleridge, Samuel Taylor",To Nature ,text00232,pers00004
"Smith, Horace","On a Stupendous Leg of Granite, Discovered Standing by Itself in the Deserts of Egypt, with the Inscription Inserted Below. ",text00226,pers00038
"Bécquer, Gustavo Adolfo",Rhyme I ,text00540,pers00150
"Hugo, Victor",To Albert Dürer ,text00568,pers00064
"Hood, Thomas",False Poets and True ,text00385,pers00017
"Landon, Letitia Elizabeth",The Poet’s Lot ,text00391,pers00019
"Clare, John",My Mary ,text00346,pers00016
"Scott, Mary","The Female Advocate [‘On Anna Laetitia Barbauld (née Aikin)’, ll. 419-464]",text00352,pers00053
"Warton, Thomas",To the River Loden ,text00187,pers00035
"Baratynsky, Evgeny",What is the freedom of dreams ... ,text01299,pers00075
"Dickinson, Emily","[1072 ""Title divine — is mine!""] ",text00839,pers00523
"Coleridge, Samuel Taylor",To the River Otter ,text00193,pers00004
"Dickinson, Emily","[258 ""There's a certain Slant of light""] ",text00805,pers00523
"Dickinson, Emily","[303 ""The Soul selects her own Society — '] ",text00811,pers00523
"Wordsworth, William",The Rainbow ,text00144,pers00006
"Brooks, Maria Gowen","Composed at the Request of a Lady, and Descriptive of Her Feelings She Returned to the North, and Died Soon After",text00636,pers00587
"Barbauld, Anna Laetitia",Washing-Day ,text01528,pers00026
"Wordsworth, William",Daffodils ,text00150,pers00006
"Pushkin, Alexander",Napoleon ,text01266,pers00120
"Clare, John",Song [‘Sad was the day’],text00178,pers00016
"Pushkin, Alexander",The Bridegroom ,text01272,pers00120
"Coleridge, Samuel Taylor",The Keepsake ,text00154,pers00004
"Bryant, William Cullen",Sonnet — To an American Painter Departing for Europe ,text00632,pers00508
"Wordsworth, William",Lines Written in Early Spring ,text00140,pers00006
"Shelley, Percy Bysshe","To Constantia, Singing ",text00168,pers00014
"Pushkin, Alexander",19 October ,text01276,pers00120
"Ryleyev, Kondraty",The Citizen ,text01262,pers00517
"Pushkin, Alexander","I have built, though not in stone ... ",text01289,pers00120
"Lamb, Charles",When Last I Roved ,text00197,pers00005
"Dickinson, Emily","[650 ""Pain — has an Element of Blank —""] ",text00829,pers00523
"Hemans, Felicia",The Graves of a Household ,text00183,pers00018
"Dickinson, Emily","[328 ""A Bird came down the Walk —""] ",text00815,pers00523
"Dickinson, Emily","[214 ""I taste a liquor never brewed —""] ",text00801,pers00523
"Baillie, Joanna",An Address to the Muses [Ll. 49-102],text00356,pers00024
"Keats, John",The Day Is Gone ,text00342,pers00013
"Shelley, Percy Bysshe",Julian and Maddalo: A Conversation [Ll. 1-67],text00381,pers00014
"Hugo, Victor",What the Shadow-Mouth Said [excerpts],text00544,pers00064
"Keats, John",To Mrs Reynolds’ Cat ,text00222,pers00013
"Norton, Caroline Elizabeth Sarah",Be Frank with Me ,text00236,pers00020
"Arany, János",Dante ,text00550,pers00335
"Wergeland, Henrik",To a Pine-Tree ,text00578,pers00336
"Clare, John","The Shepherd’s Calendar [ ""July"" 90-131]",text00020,pers00016
"Whitman, Walt",There Was a Child Went Forth... ,text00746,pers00133
"Whitman, Walt",Crossing Brooklyn Ferry ,text00752,pers00133
"Shelley, Percy Bysshe",Alastor [Preface (1st paragraph) and ll. 140-222],text00034,pers00014
"Wordsworth, William",She Dwelt Among the Untrodden Ways ,text00008,pers00006
"Harper, Frances Ellen Watkins",Free Labor ,text00785,pers00605
"Timrod, Henry",Dreams ,text00791,pers00607
"Goethe, Johann Wolfgang von",Prometheus ,text00974,pers00096
"Whitman, Walt",The Base of All Metaphysics ,text00960,pers00133
"Ridge, John Rollin",The Stolen White Girl ,text00790,pers00606
"Longfellow, Henry Wadsworth",Snow-Flakes ,text00948,pers00205
"Harper, Frances Ellen Watkins",Lines ,text00784,pers00605
"Verlaine, Paul",Cythere ,text01471,pers00130
"Wordsworth, William",A Slumber Did My Spirit Seal ,text00009,pers00006
"Pavlova, Karolina",Three Souls ,text01317,pers00522
"Baratynsky, Evgeny","Thought, yet more thought! ... ",text01303,pers00075
"Verlaine, Paul",A Clymene ,text01465,pers00130
"Whitman, Walt",Out of the Cradle Endlessly Rocking ,text00753,pers00133
"Hunt, James Leigh","The Story of Rimini [Canto III, ll. 482-604 (end)]",text00035,pers00021
"Hood, Thomas","I Remember, I Remember ",text00021,pers00017
"Verlaine, Paul",Il Pleut Doucement sur la Ville ,text01459,pers00130
"Whitman, Walt",A Woman Waits for Me... ,text00747,pers00133
"Somoza, José",Sonnet ,text00592,pers00372
"Eminescu, Mihai",Sky-Blue Flower [excerpt],text00586,pers00175
"Lamartine, Alphonse de",The West ,text01115,pers00104
"Mörike, Eduard","Think of It, O Soul! ",text01101,pers00210
"Hugo, Victor",The Fiancée of the Timbalier À M. J. F.,text01129,pers00064
"Landon, Letitia Elizabeth",The Castle of Chillon ,text00237,pers00019
"Keats, John",On Sitting Down to Read ‘King Lear’ Once Again ,text00223,pers00013
"Keats, John","The Fall of Hyperion: A Dream [Canto I, ll. 1-27, 87-294]",text00380,pers00013
"Heine, Heinrich",A young man loves a maiden ... ,text01061,pers00098
"Heine, Heinrich",Childe Harold ,text01075,pers00098
"Keats, John",I Cry Your Mercy ,text00343,pers00013
"Mickiewicz, Adam",Ode to Youth ,text00425,pers00110
"Eminescu, Mihai",Hyperion ,text00431,pers00175
"Blake, William","Europe, A Prophecy [Preface]",text00357,pers00009
"Eichendorff, Joseph Freiherr von",Divining Rod ,text01049,pers00091
"Dickinson, Emily","[199 ""I'm 'wife' — I've finished that —""] ",text00800,pers00523
"Dickinson, Emily","[327 ""Before I got my eye put out""] ",text00814,pers00523
"Landon, Letitia Elizabeth",Song [‘My heart is like the failing hearth’],text00182,pers00019
"Robinson, Mary",Sappho and Phaon [Sonnet XXV. — To Phaon],text00196,pers00003
"Dickinson, Emily","[640 ""I cannot live with You —""] ",text00828,pers00523
Ghalib (Mirza Asadullah Beg Khan),The happiness of the drop is to die   in the river ... ,text01505,pers00876
"Pushkin, Alexander",The Prophet ,text01277,pers00120
"Shelley, Percy Bysshe","Stanzas Written in Dejection, December 1818, Near Naples ",text00169,pers00014
Ghalib (Mirza Asadullah Beg Khan),When the Sky Clears ,text01511,pers00876
"Ferreira, José da Silva Maia",My homeland In the album of my friend João d'Aboim.,text00627,pers00406
"Wordsworth, William",Two April Mornings ,text00141,pers00006
"Coleridge, Samuel Taylor",Answer to a Child’s Question ,text00155,pers00004
"Bryant, William Cullen",To the Fringed Gentian ,text00633,pers00508
"Wordsworth, William",To the Cuckoo ,text00143,pers00006
"Brag, Jonas",The Starry Sky ,text00625,pers00387
"Bryant, William Cullen",To a Waterfowl ,text00631,pers00508
"Smith, Charlotte Turner",A Walk by the Water ,text00157,pers00001
Ghalib (Mirza Asadullah Beg Khan),Waterbead ecstasy: dying in a stream ... ,text01507,pers00876
"Ibsen, Henrik",Miner ,text00619,pers00756
Ghalib (Mirza Asadullah Beg Khan),Why didn’t I shrink in the blaze of that face? ... ,text01513,pers00876
"Lamb, Charles","To Louisa Martin, Whom I Used to Call ‘Monkey’ ",text00180,pers00005
"Robinson, Mary",Sappho and Phaon [From the preface],text00194,pers00003
"Dickinson, Emily","[216 ""Safe in their Alabaster Chambers —""] ",text00802,pers00523
"Dickinson, Emily","[341 ""After great pain, a formal feeling comes —""] ",text00816,pers00523
"Mickiewicz, Adam","Pan Tadeusz [Book III (excerpt, ‘Discussion on Art’)]",text00427,pers00110
"Byron, George Gordon, Lord",I Watched Thee ,text00341,pers00012
"Williams, Helen Maria",Sonnet on Reading ‘The Mountain Daisy’ by Burns ,text00355,pers00040
"Pushkin, Alexander",The Prophet ,text00433,pers00120
"Heine, Heinrich",On wings of song ... ,text01063,pers00098
"Lenau, Nikolaus",Entreaty ,text01077,pers00512
"Robinson, Mary",To the Poet Coleridge ,text00369,pers00003
"Shelley, Percy Bysshe","Adonais: An Elegy on the Death of John Keats [St. 1 – 8, 39 – 58]",text00382,pers00014
"Hemans, Felicia",To a Distant Scene ,text00235,pers00018
"Keats, John",Great Spirits Now on Earth are Sojourning ,text00221,pers00013
"Wordsworth, William",The World Is Too Much with Us ,text00209,pers00006
"Vigny, Alfred de",Moses. Poem,text01117,pers00131
"Desbordes-Valmore, Marceline",Elegy ,text01103,pers00513
"Koltsov, Alexey",The Forest ,text00590,pers00376
"Mickiewicz, Adam","Pan Tadeusz [Book IV, excerpt ‘Diplomacy and Hunting’]",text00584,pers00110
"Lermontov, Mikhail",A Dream ,text01329,pers00107
"Keats, John",The Eve of St Agnes ,text00037,pers00013
"Whitman, Walt",Here the Frailest Leaves of Me ,text00751,pers00133
"Whitman, Walt",[I Sing the Body Electric] ,text00745,pers00133
"Landon, Letitia Elizabeth",Lines of Life ,text00023,pers00019
"Pavlova, Karolina",Life calls us ... ,text01315,pers00522
"Verlaine, Paul",Dans L’Allee ,text01473,pers00130
"Cary, Phoebe",Jacob ,text00779,pers00604
"Verlaine, Paul",Fantoches ,text01467,pers00130
"Baratynsky, Evgeny",Song heals the aching spirit ... ,text01301,pers00075
"Timrod, Henry","I know not why, but all this weary day... ",text00792,pers00607
"Harper, Frances Ellen Watkins",Let the Light Enter! The Dying Words of Goethe,text00786,pers00605
"Goethe, Johann Wolfgang von",Ganymede ,text00976,pers00096
"Baudelaire, Charles",The Setting of the Romantic Sun ,text00962,pers00057
"Dickinson, Emily","[324 ""Some Keep the Sabbath Going to Church""] ",text00963,pers00523
"Harper, Frances Ellen Watkins",Bury Me in a Free Land ,text00787,pers00605
"Tegnér, Esaias",Frithiof’s Farewell [From Canto XX],text01499,pers00377
"Timrod, Henry",Lines ,text00793,pers00607
"Whitfield, James Monroe",America ,text00778,pers00603
"Whitman, Walt",[The Sleepers] ,text00744,pers00133
"Hemans, Felicia",Casabianca ,text00022,pers00018
"Moore, Thomas","Lalla Rookh [Canto III (‘The Fire-Worshippers’), ll. 201 – 453]",text00036,pers00011
"Hölderlin, Friedrich",The German’s Song ,text00988,pers00099
"Whitman, Walt",I Saw in Louisiana a Live-Oak Growing ,text00750,pers00133
"Wordsworth, William","Milton, Thou Shouldst Be Living at this Hour ",text00208,pers00006
"Keats, John",On First Looking into Chapman’s Homer ,text00220,pers00013
"Hugo, Victor","The End of Satan [Beyond Earth III, Satan at Night XV-XVI]",text00546,pers00064
"Mickiewicz, Adam",Spin Love ,text00552,pers00110
"Coleridge, Hartley",Long Time a Child ,text00234,pers00039
"Mörike, Eduard",At Midnight ,text01089,pers00210
"Landon, Letitia Elizabeth",Sappho’s Song ,text00383,pers00019
"Robinson, Mary","Ode Inscribed to the Infant Son of S. T. Coleridge, Esq., Born 14 Sept 1800 [Ll. 67-102]",text00368,pers00003
"Burns, Robert",I Am a Bard ,text00354,pers00002
"Byron, George Gordon, Lord",Stanzas to the River Po ,text00340,pers00012
"Dickinson, Emily","[435 ""Much Madness is divinest Sense —""] ",text00817,pers00523
"Dickinson, Emily","[241 ""I like a look of Agony""] ",text00803,pers00523
"Robinson, Mary",Sappho and Phaon [Sonnet XXIV. — Her Address to the Moon],text00195,pers00003
"Lamb, Charles",In My Own Album ,text00181,pers00005
"Pushkin, Alexander",André Chénier ,text01274,pers00120
"Vyazemsky, Pyotr",To Friends ,text01260,pers00516
"Bryant, William Cullen",Thanatopsis ,text00630,pers00508
"Zhukovsky, Vasily",Svetlana ,text01248,pers00134
"Moore, Thomas",Away with this Pouting ,text00156,pers00011
"Wordsworth, William",The Fountain ,text00142,pers00006
